,city,population,lon,lat,q1yes,q1no,q1blank,q1pyes,q2yes,q2no,q2blank,q2pyes,q3yes,q3no,q3blank,q3pyes,q4yes,q4no,q4blank,q4pyes,q5yes,q5no,q5blank,q5pyes,q6yes,q6no,q6blank,q6pyes,q7yes,q7no,q7blank,q7pyes
1,ABBOT,677,-69.4523477,45.1861838,73,268,7,0.214076246,157,173,18,0.475757576,177,154,17,0.534743202,167,159,22,0.512269939,106,218,24,0.327160494,162,166,20,0.493902439,141,185,22,0.432515337
2,ACTON,2621,-70.9277544,43.5233821,508,602,15,0.457657658,592,484,49,0.550185874,607,459,59,0.569418386,613,455,57,0.573970037,450,605,70,0.426540284,648,425,52,0.603914259,572,493,60,0.537089202
3,ADDISON,1254,-67.7441645,44.6184102,199,347,11,0.364468864,258,249,50,0.50887574,279,234,44,0.543859649,300,217,40,0.580270793,223,285,49,0.438976378,252,261,44,0.49122807,299,212,46,0.585127202
4,ALBANY,515,-70.8456252,44.3325657,93,150,1,0.382716049,143,94,7,0.603375527,134,104,6,0.56302521,124,115,5,0.518828452,100,135,9,0.425531915,158,80,6,0.663865546,127,108,9,0.540425532
5,ALBION,2094,-69.4425423,44.5322902,233,709,11,0.247346072,531,383,39,0.580962801,492,415,46,0.54244763,489,413,51,0.542128603,366,532,55,0.407572383,483,424,46,0.532524807,447,458,48,0.493922652
6,ALEXANDER,480,-67.4683278,45.0886862,70,189,4,0.27027027,128,122,13,0.512,142,107,14,0.570281124,129,118,16,0.522267206,89,158,16,0.360323887,125,126,12,0.498007968,136,112,15,0.548387097
7,ALFRED,3163,-70.7161687,43.4764994,741,761,55,0.49334221,895,551,111,0.618948824,909,535,113,0.629501385,881,555,121,0.613509749,673,758,126,0.470300489,957,483,117,0.664583333,840,593,124,0.586182833
8,ALLAGASH,217,-69.0417481,47.0833103,41,111,4,0.269736842,84,53,19,0.613138686,104,35,17,0.748201439,94,44,18,0.68115942,76,57,23,0.571428571,101,37,18,0.731884058,84,51,21,0.622222222
9,ALNA,734,-69.6036567,44.1061869,232,183,4,0.559036145,250,154,15,0.618811881,223,170,26,0.567430025,218,174,27,0.556122449,190,197,32,0.490956072,253,150,16,0.627791563,229,161,29,0.587179487
10,ALTON,858,-68.7286452,45.0314546,102,268,5,0.275675676,208,152,15,0.577777778,209,148,18,0.585434174,208,148,19,0.584269663,161,195,19,0.452247191,209,148,18,0.585434174,179,178,18,0.50140056
11,AMHERST,257,-68.3640454,44.8323419,52,86,1,0.376811594,61,75,3,0.448529412,71,65,3,0.522058824,79,57,3,0.580882353,62,73,4,0.459259259,67,67,5,0.5,64,69,6,0.481203008
12,AMITY,217,-67.8493379,45.9305781,25,71,1,0.260416667,42,50,5,0.456521739,50,43,4,0.537634409,42,48,7,0.466666667,29,60,8,0.325842697,48,43,6,0.527472527,40,52,5,0.434782609
13,ANDOVER,831,-70.7511813,44.6356166,170,276,15,0.381165919,235,196,30,0.545243619,245,187,29,0.56712963,228,203,30,0.52900232,187,238,36,0.44,253,185,23,0.577625571,202,230,29,0.467592593
14,ANSON,2384,-69.8892408,44.7983618,351,641,13,0.353830645,541,423,41,0.56120332,576,383,46,0.600625652,544,419,42,0.56490135,423,537,45,0.440625,584,385,36,0.602683179,503,460,42,0.522326064
15,APPLETON,1368,-69.2508768,44.289243,341,409,5,0.454666667,397,326,32,0.549100968,399,325,31,0.551104972,368,358,29,0.506887052,293,423,39,0.409217877,406,318,31,0.560773481,372,350,33,0.515235457
16,ARROWSIC,461,-69.7781014,43.8498037,176,142,14,0.553459119,219,102,11,0.682242991,201,117,14,0.632075472,201,121,10,0.624223602,188,129,15,0.593059937,231,92,9,0.715170279,219,100,13,0.686520376
17,ARUNDEL,4394,-70.5141622,43.4243008,953,1007,21,0.48622449,1106,797,78,0.581187599,1124,765,92,0.595023822,1174,711,96,0.622811671,891,978,112,0.476725522,1153,735,93,0.610699153,1076,804,101,0.572340426
18,ASHLAND,1217,-68.3895276,46.6609983,149,362,5,0.291585127,285,204,27,0.582822086,306,178,32,0.632231405,303,183,30,0.62345679,232,248,36,0.483333333,316,172,28,0.647540984,241,245,30,0.495884774
19,ATHENS,979,-69.6728296,44.9231142,125,275,8,0.3125,219,169,20,0.56443299,220,165,23,0.571428571,220,165,23,0.571428571,161,220,27,0.422572178,210,176,22,0.544041451,191,197,20,0.492268041
20,ATKINSON,306,-69.0910809,45.1868588,41,124,7,0.248484848,74,81,17,0.477419355,76,77,19,0.496732026,71,82,19,0.464052288,52,102,18,0.337662338,69,84,19,0.450980392,59,95,18,0.383116883
21,AUBURN,23414,-70.2311655,44.0978509,4821,4707,130,0.505982368,5479,3859,320,0.586742343,5557,3754,347,0.596820964,5726,3583,349,0.615103663,4526,4710,422,0.490038978,6081,3270,307,0.65030478,5186,4090,382,0.559077188
22,AUGUSTA,18697,-69.7794897,44.3106241,3522,3972,352,0.469975981,4677,2654,515,0.63797572,4761,2535,550,0.652549342,4981,2352,513,0.679258148,4172,3102,572,0.573549629,5122,2224,500,0.697250204,4638,2662,546,0.635342466
23,AURORA,111,-68.3166626,44.8587319,13,41,3,0.240740741,20,30,7,0.4,25,24,8,0.510204082,24,25,8,0.489795918,15,32,10,0.319148936,22,27,8,0.448979592,18,30,9,0.375
24,AVON,438,-70.2711766,44.8061682,67,156,1,0.30044843,101,118,5,0.461187215,121,96,7,0.557603687,126,93,5,0.575342466,92,123,9,0.427906977,124,95,5,0.566210046,103,113,8,0.476851852
25,BAILEYVILLE,1447,-67.441251,45.1815281,147,400,7,0.268738574,284,245,25,0.536862004,336,198,20,0.629213483,337,196,21,0.632270169,250,280,24,0.471698113,331,201,22,0.622180451,295,240,19,0.551401869
26,BALDWIN,1622,-70.7781171,43.8331978,261,518,10,0.335044929,381,364,44,0.511409396,375,363,51,0.508130081,388,352,49,0.524324324,303,429,57,0.413934426,410,329,50,0.554803789,345,385,59,0.47260274
27,BANGOR,32262,-68.7712257,44.8016128,5765,5942,294,0.49244042,6965,4424,612,0.611555009,7509,3866,626,0.660131868,7682,3702,617,0.674806746,6358,4915,728,0.564002484,7654,3781,566,0.669348491,6836,4474,691,0.604420866
28,BARING,237,-67.3116215,45.133367,30,72,2,0.294117647,55,45,4,0.55,58,42,4,0.58,48,51,5,0.484848485,34,63,7,0.350515464,48,50,6,0.489795918,37,59,8,0.385416667
29,BATH,8338,-69.8206023,43.9106353,2163,1618,75,0.572070881,2459,1239,158,0.664954029,2478,1204,174,0.673003802,2457,1224,175,0.667481663,2091,1567,198,0.571623838,2710,993,153,0.731839049,2495,1164,197,0.681880295
30,BEALS,498,-67.615038,44.5198491,86,141,7,0.378854626,112,96,26,0.538461538,133,69,32,0.658415842,114,89,31,0.561576355,103,95,36,0.52020202,131,74,29,0.63902439,155,49,30,0.759803922
31,BEDDINGTON,48,-68.0619547,44.8481283,12,28,0,0.3,20,20,0,0.5,21,19,0,0.525,25,14,1,0.641025641,21,19,0,0.525,25,15,0,0.625,20,19,1,0.512820513
32,BELFAST,6679,-69.0064234,44.4259092,1655,1469,67,0.529769526,2032,964,195,0.67823765,1957,1012,222,0.659144493,1839,1099,253,0.625936011,1582,1317,292,0.545705416,2088,895,208,0.699966477,1909,1023,259,0.651091405
33,BELGRADE,3149,-69.8321003,44.4466514,625,1050,19,0.373134328,1008,635,51,0.613511869,995,645,54,0.606707317,1046,596,52,0.637028015,846,789,59,0.517431193,1023,623,48,0.621506683,954,681,59,0.583486239
34,BELMONT,913,-69.111907,44.3776275,148,272,12,0.352380952,224,190,18,0.541062802,240,172,20,0.582524272,235,177,20,0.57038835,186,220,26,0.458128079,228,182,22,0.556097561,213,198,21,0.518248175
35,BENTON,2713,-69.5508778,44.586177,475,811,15,0.369362364,700,544,57,0.562700965,733,498,70,0.595450853,737,504,60,0.593875907,559,663,79,0.457446809,737,501,63,0.595315024,668,559,74,0.544417278
36,BERWICK,7872,-70.8635506,43.2683199,1118,1360,106,0.451170299,1474,935,175,0.611872146,1577,821,186,0.657631359,1401,995,188,0.584724541,1124,1245,215,0.474461798,1662,754,168,0.687913907,1439,959,186,0.600083403
37,BETHEL,2738,-70.7898806,44.4044586,566,809,13,0.411636364,869,477,42,0.645616642,856,483,49,0.639283047,859,480,49,0.641523525,683,644,61,0.5146948,893,448,47,0.665920955,777,551,60,0.585090361
38,BIDDEFORD,21504,-70.4533844,43.4925843,4020,3646,127,0.524393426,4324,3159,310,0.577843111,4517,2964,312,0.603796284,4643,2847,303,0.619893191,3717,3727,349,0.499328318,5042,2478,273,0.670478723,4240,3221,332,0.568288433
39,BINGHAM,900,-69.8823059,45.0586793,170,290,6,0.369565217,275,171,20,0.616591928,294,147,25,0.666666667,282,158,26,0.640909091,213,221,32,0.49078341,285,156,25,0.646258503,234,203,29,0.535469108
40,BLAINE,671,-67.8686274,46.5047594,109,216,4,0.335384615,153,155,21,0.496753247,170,129,30,0.568561873,171,132,26,0.564356436,111,187,31,0.372483221,181,124,24,0.593442623,135,161,33,0.456081081
41,BOOTHBAY,3173,-69.6337364,43.8762865,946,830,17,0.532657658,1046,668,79,0.610268378,1054,658,81,0.615654206,1049,663,81,0.612733645,873,828,92,0.513227513,1115,602,76,0.649388468,1144,572,77,0.666666667
42,BOWDOIN,3211,-69.9696243,44.0495825,513,972,9,0.345454545,738,722,34,0.505479452,780,673,41,0.536820372,769,689,36,0.527434842,563,883,48,0.389349931,818,640,36,0.561042524,739,700,55,0.513551077
43,BOWDOINHAM,3056,-69.8968927,44.0091821,687,885,30,0.437022901,965,574,63,0.627030539,962,575,65,0.6258946,949,588,65,0.617436565,762,771,69,0.497064579,989,548,65,0.643461288,890,628,84,0.58629776
44,BOWERBANK,112,-69.2547818,45.3156873,19,52,3,0.267605634,27,41,6,0.397058824,38,30,6,0.558823529,42,27,5,0.608695652,25,43,6,0.367647059,34,34,6,0.5,31,37,6,0.455882353
45,BRADFORD,1228,-68.9366104,45.0671376,123,419,6,0.226937269,274,247,27,0.525911708,275,244,29,0.529865125,288,234,26,0.551724138,221,295,32,0.428294574,253,261,34,0.492217899,262,251,35,0.510721248
46,BRADLEY,1488,-68.6276101,44.9167519,219,420,35,0.342723005,371,246,57,0.601296596,395,216,63,0.646481178,400,211,63,0.654664484,324,289,61,0.528548124,399,220,55,0.644588045,360,255,59,0.585365854
47,BREMEN,807,-69.4026747,43.992866,228,208,12,0.52293578,248,181,19,0.578088578,261,164,23,0.614117647,237,188,23,0.557647059,207,214,27,0.491686461,255,173,20,0.595794393,271,155,22,0.636150235
48,BREWER,9035,-68.7614246,44.7967378,1710,2402,84,0.415856031,2217,1776,203,0.555221638,2349,1635,212,0.589608434,2607,1380,209,0.653875094,2040,1929,227,0.513983371,2381,1616,199,0.595696773,2156,1821,219,0.542117174
49,BRIDGEWATER,562,-67.8433564,46.427822,111,142,6,0.438735178,128,116,15,0.524590164,143,102,14,0.583673469,131,111,17,0.541322314,102,139,18,0.423236515,141,102,16,0.580246914,117,127,15,0.479508197
50,BRIDGTON,5434,-70.7128684,44.0548021,1175,1176,40,0.499787325,1354,924,113,0.594381036,1386,878,127,0.612190813,1343,934,114,0.589811155,1088,1166,137,0.482697427,1448,834,109,0.634531113,1244,1009,138,0.552152685
51,BRIGHTON,67,-69.6947755,45.0453339,14,23,1,0.378378378,20,15,3,0.571428571,23,13,2,0.638888889,22,14,2,0.611111111,15,21,2,0.416666667,20,16,2,0.555555556,18,18,2,0.5
52,BRISTOL,2787,-69.4954131,43.9248053,786,757,46,0.509397278,995,503,91,0.664218959,964,513,112,0.65267434,926,555,108,0.625253207,791,673,125,0.540300546,964,527,98,0.646545942,1048,444,97,0.702412869
53,BROOKLIN,812,-68.5691898,44.2661906,298,198,13,0.600806452,315,167,27,0.653526971,313,173,23,0.644032922,303,181,25,0.626033058,268,212,29,0.558333333,318,168,23,0.654320988,318,168,23,0.654320988
54,BROOKS,1133,-69.120873,44.5503501,154,314,3,0.329059829,250,212,9,0.541125541,238,223,10,0.51626898,206,250,15,0.451754386,167,286,18,0.368653422,228,228,15,0.5,216,240,15,0.473684211
55,BROOKSVILLE,913,-68.6847872,44.3469906,316,238,14,0.570397112,339,206,23,0.622018349,339,202,27,0.626617375,336,206,26,0.619926199,273,259,36,0.513157895,355,189,24,0.652573529,341,195,32,0.63619403
56,BROWNFIELD,1643,-70.9086768,43.9381275,350,328,13,0.516224189,382,275,34,0.581430746,358,288,45,0.554179567,357,293,41,0.549230769,263,384,44,0.406491499,378,272,41,0.581538462,339,312,40,0.520737327
57,BROWNVILLE,1187,-69.03339,45.3070685,160,363,16,0.305927342,267,237,35,0.529761905,318,186,35,0.630952381,302,208,29,0.592156863,248,253,38,0.49500998,286,220,33,0.565217391,274,231,34,0.542574257
58,BRUNSWICK,20535,-69.966996,43.9140162,5985,3914,270,0.604606526,6562,3034,573,0.683826594,6550,3007,612,0.685361515,6540,3015,614,0.684458399,5634,3842,693,0.594554664,7133,2527,509,0.738405797,6463,3050,656,0.679386103
59,BUCKFIELD,2041,-70.3653359,44.2895134,276,631,13,0.30429989,410,467,43,0.467502851,418,449,53,0.482122261,458,406,56,0.530092593,319,544,57,0.369640788,448,427,45,0.512,393,475,52,0.452764977
60,BUCKSPORT,4925,-68.7701224,44.6289696,738,1287,43,0.364444444,1085,889,94,0.54964539,1211,763,94,0.613475177,1217,751,100,0.618394309,982,978,108,0.501020408,1135,832,101,0.577020844,1148,816,104,0.584521385
61,BURLINGTON,457,-68.4266875,45.2092264,31,119,1,0.206666667,65,78,8,0.454545455,74,67,10,0.524822695,67,75,9,0.471830986,52,88,11,0.371428571,60,83,8,0.41958042,58,83,10,0.411347518
62,BURNHAM,1231,-69.4292308,44.6927723,162,358,12,0.311538462,289,211,32,0.578,294,206,32,0.588,285,216,31,0.568862275,214,282,36,0.431451613,287,215,30,0.571713147,272,230,30,0.541832669
63,BUXTON,8327,-70.5189422,43.6378583,1686,2283,26,0.424792139,2141,1718,136,0.554806945,2141,1699,155,0.557552083,2287,1557,151,0.594953174,1742,2064,189,0.457698371,2259,1599,137,0.585536547,2058,1782,155,0.5359375
64,BYRON,149,-70.6306241,44.7220034,21,63,0,0.25,50,30,4,0.625,38,42,4,0.475,46,35,3,0.567901235,28,52,4,0.35,44,36,4,0.55,34,47,3,0.419753086
65,CALAIS,3005,-67.2786038,45.1889633,457,732,32,0.384356602,664,493,64,0.573898012,775,389,57,0.66580756,762,404,55,0.653516295,589,564,68,0.510841284,763,404,54,0.653813196,740,421,60,0.637381568
66,CAMBRIDGE,452,-69.4739368,45.0242231,49,172,0,0.221719457,108,107,6,0.502325581,114,99,8,0.535211268,112,101,8,0.525821596,67,139,15,0.325242718,98,112,11,0.466666667,82,125,14,0.396135266
67,CAMDEN,4783,-69.0647838,44.2097928,1899,910,60,0.676041296,2008,702,159,0.74095941,1940,768,161,0.716395864,1932,764,173,0.716617211,1780,883,206,0.668419076,2096,630,143,0.76889215,1935,752,182,0.720133978
68,CANAAN,2170,-69.5614376,44.7617295,313,611,13,0.338744589,488,413,36,0.541620422,523,375,39,0.582405345,498,401,38,0.553948832,376,519,42,0.420111732,517,383,37,0.574444444,460,438,39,0.512249443
69,CANTON,1098,-69.4454689,45.253783,127,314,8,0.287981859,234,199,16,0.540415704,225,203,21,0.525700935,228,204,17,0.527777778,171,256,22,0.400468384,260,173,16,0.600461894,204,224,21,0.476635514
70,CARATUNK,65,-69.9903474,45.2335733,12,31,3,0.279069767,17,24,5,0.414634146,19,20,7,0.487179487,24,17,5,0.585365854,15,25,6,0.375,17,23,6,0.425,18,22,6,0.45
71,CARMEL,2845,-69.0511537,44.7975688,387,875,11,0.306656101,568,663,42,0.461413485,636,594,43,0.517073171,675,561,37,0.546116505,466,755,52,0.381654382,609,621,43,0.495121951,564,663,46,0.459657702
72,CARROLL,146,-68.0366118,45.4144799,29,39,5,0.426470588,30,37,6,0.447761194,29,38,6,0.432835821,27,40,6,0.402985075,20,48,5,0.294117647,25,43,5,0.367647059,26,42,5,0.382352941
73,CARTHAGE,542,-70.4734195,44.6240737,61,170,1,0.264069264,126,97,9,0.565022422,128,97,7,0.568888889,125,97,10,0.563063063,83,138,11,0.375565611,139,86,7,0.617777778,113,105,14,0.518348624
74,CARY,201,-67.8619616,45.995333,31,66,0,0.319587629,44,50,3,0.468085106,46,47,4,0.494623656,45,49,3,0.478723404,32,62,3,0.340425532,45,50,2,0.473684211,37,57,3,0.393617021
75,CASCO,3928,-70.5211945,43.969246,773,909,24,0.459571938,933,698,75,0.572041692,959,670,77,0.588704727,1003,630,73,0.614206981,778,843,85,0.479950648,1019,626,61,0.619452888,924,705,77,0.567219153
76,CASTINE,992,-68.7989582,44.3888609,253,185,15,0.577625571,306,116,31,0.725118483,307,110,36,0.736211031,309,112,32,0.733966746,291,127,35,0.696172249,300,124,29,0.70754717,332,90,31,0.786729858
77,CASWELL,282,-67.8644525,46.9811169,53,72,2,0.424,84,37,6,0.694214876,83,40,4,0.674796748,82,40,5,0.672131148,63,58,6,0.520661157,81,40,6,0.669421488,67,53,7,0.558333333
78,CHAPMAN,445,-68.1608669,46.6480974,58,154,0,0.273584906,130,78,4,0.625,129,77,6,0.626213592,147,60,5,0.710144928,110,96,6,0.533980583,145,60,7,0.707317073,115,91,6,0.558252427
79,CHARLESTON,1717,-69.0405949,45.0850615,133,424,10,0.238779174,234,308,25,0.431734317,274,271,22,0.502752294,239,300,28,0.443413729,163,377,27,0.301851852,227,315,25,0.418819188,231,311,25,0.426199262
80,CHARLOTTE,317,-67.2452664,45.0211881,55,97,4,0.361842105,70,75,11,0.482758621,71,77,8,0.47972973,66,82,8,0.445945946,61,87,8,0.412162162,59,89,8,0.398648649,80,71,5,0.529801325
81,CHELSEA,2750,-69.7172658,44.2503474,450,757,20,0.372825186,681,500,46,0.576629975,668,509,50,0.567544605,744,438,45,0.629441624,557,618,52,0.474042553,715,465,47,0.605932203,685,494,48,0.581000848
82,CHERRYFIELD,1161,-67.9258366,44.6072991,198,347,20,0.363302752,268,252,45,0.515384615,279,239,47,0.538610039,304,216,45,0.584615385,226,288,51,0.439688716,273,248,44,0.523992322,263,256,46,0.506743738
83,CHESTER,525,-68.4997474,45.4086674,66,182,5,0.266129032,120,118,15,0.504201681,130,106,17,0.550847458,119,115,19,0.508547009,90,142,21,0.387931034,107,128,18,0.455319149,107,126,20,0.459227468
84,CHESTERVILLE,1350,-70.0861692,44.5511745,182,432,7,0.296416938,350,242,29,0.591216216,357,238,26,0.6,339,255,27,0.570707071,269,320,32,0.456706282,353,239,29,0.596283784,336,266,19,0.558139535
85,CHINA,4302,-69.5172641,44.4786791,778,1281,26,0.377853327,1113,898,74,0.553455992,1150,857,78,0.572994519,1220,791,74,0.606663352,943,1046,96,0.474107592,1151,869,65,0.56980198,1089,915,81,0.543413174
86,CLIFTON,905,-68.511138,44.8167372,133,243,30,0.353723404,199,171,36,0.537837838,188,178,40,0.513661202,221,143,42,0.607142857,178,186,42,0.489010989,209,158,39,0.569482289,189,175,42,0.519230769
87,CLINTON,3354,-69.5031267,44.637828,469,965,11,0.327057183,880,517,48,0.62992126,877,522,46,0.62687634,859,542,44,0.613133476,658,731,56,0.473722102,890,504,51,0.638450502,815,579,51,0.584648494
88,COLUMBIA,464,-67.8039998,44.669418,40,136,0,0.227272727,70,98,8,0.416666667,87,82,7,0.514792899,81,85,10,0.487951807,60,105,11,0.363636364,75,92,9,0.449101796,73,93,10,0.439759036
89,COOPER,145,-67.4397144,44.959521,27,73,1,0.27,54,44,3,0.551020408,55,42,4,0.567010309,58,39,4,0.597938144,46,50,5,0.479166667,55,42,4,0.567010309,60,37,4,0.618556701
90,COPLIN,159,-70.4697339,45.0987282,31,54,0,0.364705882,36,45,4,0.444444444,44,38,3,0.536585366,45,38,2,0.542168675,39,44,2,0.469879518,46,37,2,0.554216867,50,34,1,0.595238095
91,CORINNA,2141,-69.2617131,44.921174,258,688,6,0.272727273,520,405,27,0.562162162,541,378,33,0.588683351,558,361,33,0.607181719,410,501,41,0.450054885,522,396,34,0.568627451,471,442,39,0.515881709
92,CORINTH,2804,-68.9991802,44.9861321,310,894,28,0.257475083,590,579,63,0.504704876,641,523,68,0.550687285,637,533,62,0.544444444,458,695,79,0.397224631,583,579,70,0.50172117,536,631,65,0.459297344
93,CORNISH,1421,-70.8011731,43.8047977,284,399,9,0.415812592,390,271,31,0.590015129,396,272,24,0.592814371,378,284,30,0.570996979,298,355,39,0.456355283,400,268,24,0.598802395,351,311,30,0.53021148
94,CORNVILLE,1380,-69.6731067,44.8367272,199,440,6,0.3114241,360,259,26,0.581583199,340,274,31,0.553745928,333,281,31,0.542345277,249,362,34,0.407528642,343,265,37,0.564144737,294,317,34,0.481178396
95,CRAWFORD,96,-67.5513796,45.0528624,14,47,1,0.229508197,27,29,6,0.482142857,29,28,5,0.50877193,31,23,8,0.574074074,24,32,6,0.428571429,26,30,6,0.464285714,32,25,5,0.561403509
96,CRYSTAL,248,-68.3603059,45.9592186,30,96,2,0.238095238,73,51,4,0.588709677,75,47,6,0.614754098,67,55,6,0.549180328,54,68,6,0.442622951,73,50,5,0.593495935,52,69,7,0.429752066
97,CUMBERLAND,8208,-70.2585205,43.796573,2454,2062,77,0.54340124,2639,1748,206,0.601550034,2740,1631,222,0.626858842,2905,1487,201,0.661429872,2485,1867,241,0.571001838,2849,1544,200,0.648531755,2749,1618,226,0.629493932
98,CUSHING,1495,-69.2614502,44.0137798,314,357,4,0.467958271,365,283,27,0.563271605,381,262,32,0.592534992,377,270,28,0.582689335,297,341,37,0.465517241,392,253,30,0.607751938,389,253,33,0.605919003
99,CUTLER,511,-67.2038737,44.6575794,82,167,12,0.329317269,114,117,30,0.493506494,116,111,34,0.511013216,105,120,36,0.466666667,84,138,39,0.378378378,96,127,38,0.430493274,118,106,37,0.526785714
100,CYR,94,-67.9992115,47.0968485,23,24,0,0.489361702,30,17,0,0.638297872,33,13,1,0.717391304,29,15,3,0.659090909,18,26,3,0.409090909,31,14,2,0.688888889,20,25,2,0.444444444
101,DALLAS,296,-70.5559011,44.9969997,84,115,0,0.422110553,115,79,5,0.592783505,134,60,5,0.690721649,123,71,5,0.634020619,96,96,7,0.5,127,65,7,0.661458333,122,70,7,0.635416667
102,DAMARISCOTTA,2151,-69.5188885,44.0328765,632,483,47,0.566816143,747,335,80,0.69038817,725,351,86,0.673791822,717,358,87,0.666976744,596,462,104,0.563327032,772,311,79,0.712834718,749,324,89,0.69804287
